0,2,4,6,8,10,12,14,16,18,20,22,,,,,,
0,0,0,13.24808766,26.49617532,52.99235064,79.48852596,52.99235064,26.49617532,13.24808766,0,0,,,,,,
0,0,0,13.53577686,27.07155372,54.14310744,81.21466116,54.14310744,27.07155372,13.53577686,0,0,,,,,,
0,0,0,13.60769916,27.21539832,54.43079664,81.64619496,54.43079664,27.21539832,13.60769916,0,0,,,,,,
0,0,0,13.78031268,27.56062536,55.12125072,82.68187608,55.12125072,27.56062536,13.78031268,0,0,,,,,,
0,0,0,13.42070118,26.84140236,53.68280472,80.52420708,53.68280472,26.84140236,13.42070118,0,0,,,,,,
0,0,0,13.3056255,26.611251,53.222502,79.833753,53.222502,26.611251,13.3056255,0,0,,,,,,
0,0,0,13.0898586,26.1797172,52.3594344,78.5391516,52.3594344,26.1797172,13.0898586,0,0,,,,,,
0,0,0,13.39193226,26.78386452,53.56772904,80.35159356,53.56772904,26.78386452,13.39193226,0,0,,,,,,
0,0,0,13.49262348,26.98524696,53.97049392,80.95574088,53.97049392,26.98524696,13.49262348,0,0,,,,,,
0,0,0,13.36316334,26.72632668,53.45265336,80.17898004,53.45265336,26.72632668,13.36316334,0,0,,,,,,
0,0,0,13.42070118,26.84140236,53.68280472,80.52420708,53.68280472,26.84140236,13.42070118,0,0,,,,,,
0,0,0,13.665237,27.330474,54.660948,81.991422,54.660948,27.330474,13.665237,0,0,,,,,,
0,0,0,14.18307756,28.36615512,56.73231024,85.09846536,56.73231024,28.36615512,14.18307756,0,0,,,,,,
0,0,0,14.12553972,28.25107944,56.50215888,84.75323832,56.50215888,28.25107944,14.12553972,0,0,,,,,,
0,0,0,13.33439442,26.66878884,53.33757768,80.00636652,53.33757768,26.66878884,13.33439442,0,0,,,,,,
0,0,0,13.34877888,26.69755776,53.39511552,80.09267328,53.39511552,26.69755776,13.34877888,0,0,,,,,,
0,0,0,13.57893024,27.15786048,54.31572096,81.47358144,54.31572096,27.15786048,13.57893024,0,0,,,,,,
0,0,0,12.77340048,25.54680096,51.09360192,76.64040288,51.09360192,25.54680096,12.77340048,0,0,,,,,,
0,0,0,12.77340048,25.54680096,51.09360192,76.64040288,51.09360192,25.54680096,12.77340048,0,0,,,,,,
0,0,0,13.19054982,26.38109964,52.76219928,79.14329892,52.76219928,26.38109964,13.19054982,0,0,,,,,,
0,0,0,13.78031268,27.56062536,55.12125072,82.68187608,55.12125072,27.56062536,13.78031268,0,0,,,,,,
0,0,0,13.5933147,27.1866294,54.3732588,81.5598882,54.3732588,27.1866294,13.5933147,0,0,,,,,,
0,0,0,13.5213924,27.0427848,54.0855696,81.1283544,54.0855696,27.0427848,13.5213924,0,0,,,,,,
0,0,0,13.55016132,27.10032264,54.20064528,81.30096792,54.20064528,27.10032264,13.55016132,0,0,,,,,,
0,0,0,13.27685658,26.55371316,53.10742632,79.66113948,53.10742632,26.55371316,13.27685658,0,0,,,,,,
0,0,0,12.70147818,25.40295636,50.80591272,76.20886908,50.80591272,25.40295636,12.70147818,0,0,,,,,,
0,0,0,12.78778494,25.57556988,51.15113976,76.72670964,51.15113976,25.57556988,12.78778494,0,0,,,,,,
0,0,0,12.81655386,25.63310772,51.26621544,76.89932316,51.26621544,25.63310772,12.81655386,0,0,,,,,,
0,0,0,12.8021694,25.6043388,51.2086776,76.8130164,51.2086776,25.6043388,12.8021694,0,0,,,,,,
0,0,0,13.17616536,26.35233072,52.70466144,79.05699216,52.70466144,26.35233072,13.17616536,0,0,,,,,,
0,0,0,13.3775478,26.7550956,53.5101912,80.2652868,53.5101912,26.7550956,13.3775478,0,0,,,,,,
0,0,0,13.56454578,27.12909156,54.25818312,81.38727468,54.25818312,27.12909156,13.56454578,0,0,,,,,,
0,0,0,13.5933147,27.1866294,54.3732588,81.5598882,54.3732588,27.1866294,13.5933147,0,0,,,,,,
0,0,0,13.82346606,27.64693212,55.29386424,82.94079636,55.29386424,27.64693212,13.82346606,0,0,,,,,,
0,0,0,13.62208362,27.24416724,54.48833448,81.73250172,54.48833448,27.24416724,13.62208362,0,0,,,,,,
0,0,0,13.07547414,26.15094828,52.30189656,78.45284484,52.30189656,26.15094828,13.07547414,0,0,,,,,,
0,0,0,13.03232076,26.06464152,52.12928304,78.19392456,52.12928304,26.06464152,13.03232076,0,0,,,,,,
0,0,0,12.84532278,25.69064556,51.38129112,77.07193668,51.38129112,25.69064556,12.84532278,0,0,,,,,,
0,0,0,12.93162954,25.86325908,51.72651816,77.58977724,51.72651816,25.86325908,12.93162954,0,0,,,,,,
0,0,0,13.40631672,26.81263344,53.62526688,80.43790032,53.62526688,26.81263344,13.40631672,0,0,,,,,,
0,0,0,13.34877888,26.69755776,53.39511552,80.09267328,53.39511552,26.69755776,13.34877888,0,0,,,,,,
0,0,0,13.50700794,27.01401588,54.02803176,81.04204764,54.02803176,27.01401588,13.50700794,0,0,,,,,,
0,0,0,14.47076676,28.94153352,57.88306704,86.82460056,57.88306704,28.94153352,14.47076676,0,0,,,,,,
0,0,0,13.98169512,27.96339024,55.92678048,83.89017072,55.92678048,27.96339024,13.98169512,0,0,,,,,,
0,0,0,13.62208362,27.24416724,54.48833448,81.73250172,54.48833448,27.24416724,13.62208362,0,0,,,,,,
0,0,0,13.57893024,27.15786048,54.31572096,81.47358144,54.31572096,27.15786048,13.57893024,0,0,,,,,,
0,0,0,13.40631672,26.81263344,53.62526688,80.43790032,53.62526688,26.81263344,13.40631672,0,0,,,,,,
0,0,0,13.36316334,26.72632668,53.45265336,80.17898004,53.45265336,26.72632668,13.36316334,0,0,,,,,,
0,0,0,14.21184648,28.42369296,56.84738592,85.27107888,56.84738592,28.42369296,14.21184648,0,0,,,,,,
0,0,0,14.25499986,28.50999972,57.01999944,85.52999916,57.01999944,28.50999972,14.25499986,0,0,,,,,,
0,0,0,14.87353164,29.74706328,59.49412656,89.24118984,59.49412656,29.74706328,14.87353164,0,0,,,,,,
0,0,0,15.08929854,30.17859708,60.35719416,90.53579124,60.35719416,30.17859708,15.08929854,0,0,,,,,,
0,0,0,14.61461136,29.22922272,58.45844544,87.68766816,58.45844544,29.22922272,14.61461136,0,0,,,,,,
0,0,0,13.82346606,27.64693212,55.29386424,82.94079636,55.29386424,27.64693212,13.82346606,0,0,,,,,,
0,0,0,13.57893024,27.15786048,54.31572096,81.47358144,54.31572096,27.15786048,13.57893024,0,0,,,,,,
0,0,0,14.2406154,28.4812308,56.9624616,85.4436924,56.9624616,28.4812308,14.2406154,0,0,,,,,,
0,0,0,14.26938432,28.53876864,57.07753728,85.61630592,57.07753728,28.53876864,14.26938432,0,0,,,,,,
0,0,0,14.61461136,29.22922272,58.45844544,87.68766816,58.45844544,29.22922272,14.61461136,0,0,,,,,,
0,0,0,14.87353164,29.74706328,59.49412656,89.24118984,59.49412656,29.74706328,14.87353164,0,0,,,,,,
0,0,0,14.64338028,29.28676056,58.57352112,87.86028168,58.57352112,29.28676056,14.64338028,0,0,,,,,,
0,0,0,14.6721492,29.3442984,58.6885968,88.0328952,58.6885968,29.3442984,14.6721492,0,0,,,,,,
0,0,0,14.48515122,28.97030244,57.94060488,86.91090732,57.94060488,28.97030244,14.48515122,0,0,,,,,,
0,0,0,13.90977282,27.81954564,55.63909128,83.45863692,55.63909128,27.81954564,13.90977282,0,0,,,,,,
0,0,0,13.55016132,27.10032264,54.20064528,81.30096792,54.20064528,27.10032264,13.55016132,0,0,,,,,,
0,0,0,13.7371593,27.4743186,54.9486372,82.4229558,54.9486372,27.4743186,13.7371593,0,0,,,,,,
0,0,0,14.26938432,28.53876864,57.07753728,85.61630592,57.07753728,28.53876864,14.26938432,0,0,,,,,,
0,0,0,14.49953568,28.99907136,57.99814272,86.99721408,57.99814272,28.99907136,14.49953568,0,0,,,,,,
0,0,0,14.80160934,29.60321868,59.20643736,88.80965604,59.20643736,29.60321868,14.80160934,0,0,,,,,,
0,0,0,14.57145798,29.14291596,58.28583192,87.42874788,58.28583192,29.14291596,14.57145798,0,0,,,,,,
0,0,0,14.41322892,28.82645784,57.65291568,86.47937352,57.65291568,28.82645784,14.41322892,0,0,,,,,,
0,0,0,14.18307756,28.36615512,56.73231024,85.09846536,56.73231024,28.36615512,14.18307756,0,0,,,,,,
0,0,0,14.37007554,28.74015108,57.48030216,86.22045324,57.48030216,28.74015108,14.37007554,0,0,,,,,,
0,0,0,14.61461136,29.22922272,58.45844544,87.68766816,58.45844544,29.22922272,14.61461136,0,0,,,,,,
0,0,0,15.14683638,30.29367276,60.58734552,90.88101828,60.58734552,30.29367276,15.14683638,0,0,,,,,,
0,0,0,15.06052962,30.12105924,60.24211848,90.36317772,60.24211848,30.12105924,15.06052962,0,0,,,,,,
0,0,0,14.8159938,29.6319876,59.2639752,88.8959628,59.2639752,29.6319876,14.8159938,0,0,,,,,,
0,0,0,14.84476272,29.68952544,59.37905088,89.06857632,59.37905088,29.68952544,14.84476272,0,0,,,,,,
0,0,0,14.1686931,28.3373862,56.6747724,85.0121586,56.6747724,28.3373862,14.1686931,0,0,,,,,,
0,0,0,14.03923296,28.07846592,56.15693184,84.23539776,56.15693184,28.07846592,14.03923296,0,0,,,,,,
0,0,0,14.77284042,29.54568084,59.09136168,88.63704252,59.09136168,29.54568084,14.77284042,0,0,,,,,,
0,0,0,15.08929854,30.17859708,60.35719416,90.53579124,60.35719416,30.17859708,15.08929854,0,0,,,,,,
0,0,0,15.16122084,30.32244168,60.64488336,90.96732504,60.64488336,30.32244168,15.16122084,0,0,,,,,,
0,0,0,14.94545394,29.89090788,59.78181576,89.67272364,59.78181576,29.89090788,14.94545394,0,0,,,,,,
0,0,0,15.21875868,30.43751736,60.87503472,91.31255208,60.87503472,30.43751736,15.21875868,0,0,,,,,,
0,0,0,15.14683638,30.29367276,60.58734552,90.88101828,60.58734552,30.29367276,15.14683638,0,0,,,,,,
0,0,0,14.94545394,29.89090788,59.78181576,89.67272364,59.78181576,29.89090788,14.94545394,0,0,,,,,,
0,0,0,15.07491408,30.14982816,60.29965632,90.44948448,60.29965632,30.14982816,15.07491408,0,0,,,,,,
0,0,0,14.55707352,29.11414704,58.22829408,87.34244112,58.22829408,29.11414704,14.55707352,0,0,,,,,,
0,0,0,14.39884446,28.79768892,57.59537784,86.39306676,57.59537784,28.79768892,14.39884446,0,0,,,,,,
0,0,0,14.22623094,28.45246188,56.90492376,85.35738564,56.90492376,28.45246188,14.22623094,0,0,,,,,,
0,0,0,14.05361742,28.10723484,56.21446968,84.32170452,56.21446968,28.10723484,14.05361742,0,0,,,,,,
0,0,0,14.48515122,28.97030244,57.94060488,86.91090732,57.94060488,28.97030244,14.48515122,0,0,,,,,,
0,0,0,15.26191206,30.52382412,61.04764824,91.57147236,61.04764824,30.52382412,15.26191206,0,0,,,,,,
0,0,0,15.14683638,30.29367276,60.58734552,90.88101828,60.58734552,30.29367276,15.14683638,0,0,,,,,,
0,0,0,15.44891004,30.89782008,61.79564016,92.69346024,61.79564016,30.89782008,15.44891004,0,0,,,,,,
0,0,0,15.26191206,30.52382412,61.04764824,91.57147236,61.04764824,30.52382412,15.26191206,0,0,,,,,,
0,0,0,15.07491408,30.14982816,60.29965632,90.44948448,60.29965632,30.14982816,15.07491408,0,0,,,,,,
0,0,0,14.98860732,29.97721464,59.95442928,89.93164392,59.95442928,29.97721464,14.98860732,0,0,,,,,,
0,0,0,15.00299178,30.00598356,60.01196712,90.01795068,60.01196712,30.00598356,15.00299178,0,0,,,,,,
0,0,0,15.14683638,30.29367276,60.58734552,90.88101828,60.58734552,30.29367276,15.14683638,0,0,,,,,,
0,0,0,14.9598384,29.9196768,59.8393536,89.7590304,59.8393536,29.9196768,14.9598384,0,0,,,,,,
0,0,0,14.85914718,29.71829436,59.43658872,89.15488308,59.43658872,29.71829436,14.85914718,0,0,,,,,,
0,0,0,14.93106948,29.86213896,59.72427792,89.58641688,59.72427792,29.86213896,14.93106948,0,0,,,,,,
0,0,0,15.103683,30.207366,60.414732,90.622098,60.414732,30.207366,15.103683,0,0,,,,,,
0,0,0,14.75845596,29.51691192,59.03382384,88.55073576,59.03382384,29.51691192,14.75845596,0,0,,,,,,
0,0,0,14.87353164,29.74706328,59.49412656,89.24118984,59.49412656,29.74706328,14.87353164,0,0,,,,,,
0,0,0,14.91668502,29.83337004,59.66674008,89.50011012,59.66674008,29.83337004,14.91668502,0,0,,,,,,
0,0,0,14.93106948,29.86213896,59.72427792,89.58641688,59.72427792,29.86213896,14.93106948,0,0,,,,,,
0,0,0,15.43452558,30.86905116,61.73810232,92.60715348,61.73810232,30.86905116,15.43452558,0,0,,,,,,
0,0,0,15.04614516,30.09229032,60.18458064,90.27687096,60.18458064,30.09229032,15.04614516,0,0,,,,,,
0,0,0,15.33383436,30.66766872,61.33533744,92.00300616,61.33533744,30.66766872,15.33383436,0,0,,,,,,
0,0,0,15.04614516,30.09229032,60.18458064,90.27687096,60.18458064,30.09229032,15.04614516,0,0,,,,,,
0,0,0,15.27629652,30.55259304,61.10518608,91.65777912,61.10518608,30.55259304,15.27629652,0,0,,,,,,
0,0,0,15.16122084,30.32244168,60.64488336,90.96732504,60.64488336,30.32244168,15.16122084,0,0,,,,,,
0,0,0,15.21875868,30.43751736,60.87503472,91.31255208,60.87503472,30.43751736,15.21875868,0,0,,,,,,
0,0,0,15.5352168,31.0704336,62.1408672,93.2113008,62.1408672,31.0704336,15.5352168,0,0,,,,,,
0,0,0,15.52083234,31.04166468,62.08332936,93.12499404,62.08332936,31.04166468,15.52083234,0,0,,,,,,
0,0,0,15.7509837,31.5019674,63.0039348,94.5059022,63.0039348,31.5019674,15.7509837,0,0,,,,,,
0,0,0,16.31197764,32.62395528,65.24791056,97.87186584,65.24791056,32.62395528,16.31197764,0,0,,,,,,
0,0,0,15.62152356,31.24304712,62.48609424,93.72914136,62.48609424,31.24304712,15.62152356,0,0,,,,,,
0,0,0,15.52083234,31.04166468,62.08332936,93.12499404,62.08332936,31.04166468,15.52083234,0,0,,,,,,
0,0,0,15.822906,31.645812,63.291624,94.937436,63.291624,31.645812,15.822906,0,0,,,,,,
0,0,0,15.73659924,31.47319848,62.94639696,94.41959544,62.94639696,31.47319848,15.73659924,0,0,,,,,,
0,0,0,15.18998976,30.37997952,60.75995904,91.13993856,60.75995904,30.37997952,15.18998976,0,0,,,,,,
0,0,0,15.50644788,31.01289576,62.02579152,93.03868728,62.02579152,31.01289576,15.50644788,0,0,,,,,,
0,0,0,15.50644788,31.01289576,62.02579152,93.03868728,62.02579152,31.01289576,15.50644788,0,0,,,,,,
0,0,0,15.54960126,31.09920252,62.19840504,93.29760756,62.19840504,31.09920252,15.54960126,0,0,,,,,,
0,0,0,15.04614516,30.09229032,60.18458064,90.27687096,60.18458064,30.09229032,15.04614516,0,0,,,,,,
0,0,0,14.62899582,29.25799164,58.51598328,87.77397492,58.51598328,29.25799164,14.62899582,0,0,,,,,,
0,0,0,14.5283046,29.0566092,58.1132184,87.1698276,58.1132184,29.0566092,14.5283046,0,0,,,,,,
0,0,0,15.00299178,30.00598356,60.01196712,90.01795068,60.01196712,30.00598356,15.00299178,0,0,,,,,,
0,0,0,15.66467694,31.32935388,62.65870776,93.98806164,62.65870776,31.32935388,15.66467694,0,0,,,,,,
0,0,0,15.65029248,31.30058496,62.60116992,93.90175488,62.60116992,31.30058496,15.65029248,0,0,,,,,,
0,0,0,15.29068098,30.58136196,61.16272392,91.74408588,61.16272392,30.58136196,15.29068098,0,0,,,,,,
0,0,0,15.29068098,30.58136196,61.16272392,91.74408588,61.16272392,30.58136196,15.29068098,0,0,,,,,,
0,0,0,15.43452558,30.86905116,61.73810232,92.60715348,61.73810232,30.86905116,15.43452558,0,0,,,,,,
0,0,0,15.30506544,30.61013088,61.22026176,91.83039264,61.22026176,30.61013088,15.30506544,0,0,,,,,,
0,0,0,15.26191206,30.52382412,61.04764824,91.57147236,61.04764824,30.52382412,15.26191206,0,0,,,,,,
0,0,0,15.77975262,31.55950524,63.11901048,94.67851572,63.11901048,31.55950524,15.77975262,0,0,,,,,,
0,0,0,15.47767896,30.95535792,61.91071584,92.86607376,61.91071584,30.95535792,15.47767896,0,0,,,,,,
0,0,0,15.29068098,30.58136196,61.16272392,91.74408588,61.16272392,30.58136196,15.29068098,0,0,,,,,,
0,0,0,15.54960126,31.09920252,62.19840504,93.29760756,62.19840504,31.09920252,15.54960126,0,0,,,,,,
0,0,0,15.59275464,31.18550928,62.37101856,93.55652784,62.37101856,31.18550928,15.59275464,0,0,,,,,,
0,0,0,15.42014112,30.84028224,61.68056448,92.52084672,61.68056448,30.84028224,15.42014112,0,0,,,,,,
0,0,0,15.3194499,30.6388998,61.2777996,91.9166994,61.2777996,30.6388998,15.3194499,0,0,,,,,,
0,0,0,15.44891004,30.89782008,61.79564016,92.69346024,61.79564016,30.89782008,15.44891004,0,0,,,,,,
0,0,0,15.34821882,30.69643764,61.39287528,92.08931292,61.39287528,30.69643764,15.34821882,0,0,,,,,,
0,0,0,15.69344586,31.38689172,62.77378344,94.16067516,62.77378344,31.38689172,15.69344586,0,0,,,,,,
0,0,0,15.34821882,30.69643764,61.39287528,92.08931292,61.39287528,30.69643764,15.34821882,0,0,,,,,,
0,0,0,15.23314314,30.46628628,60.93257256,91.39885884,60.93257256,30.46628628,15.23314314,0,0,,,,,,
0,0,0,15.3913722,30.7827444,61.5654888,92.3482332,61.5654888,30.7827444,15.3913722,0,0,,,,,,
0,0,0,15.62152356,31.24304712,62.48609424,93.72914136,62.48609424,31.24304712,15.62152356,0,0,,,,,,
0,0,0,15.37698774,30.75397548,61.50795096,92.26192644,61.50795096,30.75397548,15.37698774,0,0,,,,,,
0,0,0,15.23314314,30.46628628,60.93257256,91.39885884,60.93257256,30.46628628,15.23314314,0,0,,,,,,
0,0,0,15.34821882,30.69643764,61.39287528,92.08931292,61.39287528,30.69643764,15.34821882,0,0,,,,,,
0,0,0,15.76536816,31.53073632,63.06147264,94.59220896,63.06147264,31.53073632,15.76536816,0,0,,,,,,
0,0,0,15.11806746,30.23613492,60.47226984,90.70840476,60.47226984,30.23613492,15.11806746,0,0,,,,,,
0,0,0,15.14683638,30.29367276,60.58734552,90.88101828,60.58734552,30.29367276,15.14683638,0,0,,,,,,
0,0,0,15.11806746,30.23613492,60.47226984,90.70840476,60.47226984,30.23613492,15.11806746,0,0,,,,,,
0,0,0,15.3913722,30.7827444,61.5654888,92.3482332,61.5654888,30.7827444,15.3913722,0,0,,,,,,
0,0,0,15.37698774,30.75397548,61.50795096,92.26192644,61.50795096,30.75397548,15.37698774,0,0,,,,,,
0,0,0,15.27629652,30.55259304,61.10518608,91.65777912,61.10518608,30.55259304,15.27629652,0,0,,,,,,
0,0,0,14.8879161,29.7758322,59.5516644,89.3274966,59.5516644,29.7758322,14.8879161,0,0,,,,,,
0,0,0,15.07491408,30.14982816,60.29965632,90.44948448,60.29965632,30.14982816,15.07491408,0,0,,,,,,
0,0,0,14.75845596,29.51691192,59.03382384,88.55073576,59.03382384,29.51691192,14.75845596,0,0,,,,,,
0,0,0,14.72968704,29.45937408,58.91874816,88.37812224,58.91874816,29.45937408,14.72968704,0,0,,,,,,
0,0,0,14.64338028,29.28676056,58.57352112,87.86028168,58.57352112,29.28676056,14.64338028,0,0,,,,,,
0,0,0,15.11806746,30.23613492,60.47226984,90.70840476,60.47226984,30.23613492,15.11806746,0,0,,,,,,
0,0,0,14.93106948,29.86213896,59.72427792,89.58641688,59.72427792,29.86213896,14.93106948,0,0,,,,,,
0,0,0,14.42761338,28.85522676,57.71045352,86.56568028,57.71045352,28.85522676,14.42761338,0,0,,,,,,
0,0,0,14.47076676,28.94153352,57.88306704,86.82460056,57.88306704,28.94153352,14.47076676,0,0,,,,,,
0,0,0,14.34130662,28.68261324,57.36522648,86.04783972,57.36522648,28.68261324,14.34130662,0,0,,,,,,
0,0,0,15.06052962,30.12105924,60.24211848,90.36317772,60.24211848,30.12105924,15.06052962,0,0,,,,,,
0,0,0,15.18998976,30.37997952,60.75995904,91.13993856,60.75995904,30.37997952,15.18998976,0,0,,,,,,
0,0,0,15.21875868,30.43751736,60.87503472,91.31255208,60.87503472,30.43751736,15.21875868,0,0,,,,,,
0,0,0,15.07491408,30.14982816,60.29965632,90.44948448,60.29965632,30.14982816,15.07491408,0,0,,,,,,
0,0,0,15.30506544,30.61013088,61.22026176,91.83039264,61.22026176,30.61013088,15.30506544,0,0,,,,,,
0,0,0,15.08929854,30.17859708,60.35719416,90.53579124,60.35719416,30.17859708,15.08929854,0,0,,,,,,
0,0,0,15.1756053,30.3512106,60.7024212,91.0536318,60.7024212,30.3512106,15.1756053,0,0,,,,,,
0,0,0,15.4632945,30.926589,61.853178,92.779767,61.853178,30.926589,15.4632945,0,0,,,,,,
0,0,0,15.29068098,30.58136196,61.16272392,91.74408588,61.16272392,30.58136196,15.29068098,0,0,,,,,,
0,0,0,15.3194499,30.6388998,61.2777996,91.9166994,61.2777996,30.6388998,15.3194499,0,0,,,,,,
0,0,0,15.34821882,30.69643764,61.39287528,92.08931292,61.39287528,30.69643764,15.34821882,0,0,,,,,,
0,0,0,15.2475276,30.4950552,60.9901104,91.4851656,60.9901104,30.4950552,15.2475276,0,0,,,,,,
0,0,0,15.42014112,30.84028224,61.68056448,92.52084672,61.68056448,30.84028224,15.42014112,0,0,,,,,,
0,0,0,15.23314314,30.46628628,60.93257256,91.39885884,60.93257256,30.46628628,15.23314314,0,0,,,,,,
0,0,0,15.20437422,30.40874844,60.81749688,91.22624532,60.81749688,30.40874844,15.20437422,0,0,,,,,,
0,0,0,15.36260328,30.72520656,61.45041312,92.17561968,61.45041312,30.72520656,15.36260328,0,0,,,,,,
0,0,0,15.16122084,30.32244168,60.64488336,90.96732504,60.64488336,30.32244168,15.16122084,0,0,,,,,,
0,0,0,15.13245192,30.26490384,60.52980768,90.79471152,60.52980768,30.26490384,15.13245192,0,0,,,,,,
0,0,0,14.98860732,29.97721464,59.95442928,89.93164392,59.95442928,29.97721464,14.98860732,0,0,,,,,,
0,0,0,15.00299178,30.00598356,60.01196712,90.01795068,60.01196712,30.00598356,15.00299178,0,0,,,,,,
0,0,0,14.54268906,29.08537812,58.17075624,87.25613436,58.17075624,29.08537812,14.54268906,0,0,,,,,,
0,0,0,14.3125377,28.6250754,57.2501508,85.8752262,57.2501508,28.6250754,14.3125377,0,0,,,,,,
0,0,0,14.47076676,28.94153352,57.88306704,86.82460056,57.88306704,28.94153352,14.47076676,0,0,,,,,,
0,0,0,15.00299178,30.00598356,60.01196712,90.01795068,60.01196712,30.00598356,15.00299178,0,0,,,,,,
0,0,0,15.21875868,30.43751736,60.87503472,91.31255208,60.87503472,30.43751736,15.21875868,0,0,,,,,,
0,0,0,14.97422286,29.94844572,59.89689144,89.84533716,59.89689144,29.94844572,14.97422286,0,0,,,,,,
0,0,0,14.9598384,29.9196768,59.8393536,89.7590304,59.8393536,29.9196768,14.9598384,0,0,,,,,,
0,0,0,15.04614516,30.09229032,60.18458064,90.27687096,60.18458064,30.09229032,15.04614516,0,0,,,,,,
0,0,0,14.94545394,29.89090788,59.78181576,89.67272364,59.78181576,29.89090788,14.94545394,0,0,,,,,,
0,0,0,14.83037826,29.66075652,59.32151304,88.98226956,59.32151304,29.66075652,14.83037826,0,0,,,,,,
0,0,0,14.80160934,29.60321868,59.20643736,88.80965604,59.20643736,29.60321868,14.80160934,0,0,,,,,,
0,0,0,15.04614516,30.09229032,60.18458064,90.27687096,60.18458064,30.09229032,15.04614516,0,0,,,,,,
0,0,0,15.3913722,30.7827444,61.5654888,92.3482332,61.5654888,30.7827444,15.3913722,0,0,,,,,,
0,0,0,15.18998976,30.37997952,60.75995904,91.13993856,60.75995904,30.37997952,15.18998976,0,0,,,,,,
0,0,0,15.07491408,30.14982816,60.29965632,90.44948448,60.29965632,30.14982816,15.07491408,0,0,,,,,,
0,0,0,15.14683638,30.29367276,60.58734552,90.88101828,60.58734552,30.29367276,15.14683638,0,0,,,,,,
0,0,0,15.23314314,30.46628628,60.93257256,91.39885884,60.93257256,30.46628628,15.23314314,0,0,,,,,,
0,0,0,15.06052962,30.12105924,60.24211848,90.36317772,60.24211848,30.12105924,15.06052962,0,0,,,,,,
0,0,0,15.06052962,30.12105924,60.24211848,90.36317772,60.24211848,30.12105924,15.06052962,0,0,,,,,,
0,0,0,15.37698774,30.75397548,61.50795096,92.26192644,61.50795096,30.75397548,15.37698774,0,0,,,,,,
0,0,0,15.26191206,30.52382412,61.04764824,91.57147236,61.04764824,30.52382412,15.26191206,0,0,,,,,,
0,0,0,15.06052962,30.12105924,60.24211848,90.36317772,60.24211848,30.12105924,15.06052962,0,0,,,,,,
0,0,0,15.27629652,30.55259304,61.10518608,91.65777912,61.10518608,30.55259304,15.27629652,0,0,,,,,,
0,0,0,15.33383436,30.66766872,61.33533744,92.00300616,61.33533744,30.66766872,15.33383436,0,0,,,,,,
0,0,0,15.26191206,30.52382412,61.04764824,91.57147236,61.04764824,30.52382412,15.26191206,0,0,,,,,,
0,0,0,15.23314314,30.46628628,60.93257256,91.39885884,60.93257256,30.46628628,15.23314314,0,0,,,,,,
0,0,0,14.94545394,29.89090788,59.78181576,89.67272364,59.78181576,29.89090788,14.94545394,0,0,,,,,,
0,0,0,14.51392014,29.02784028,58.05568056,87.08352084,58.05568056,29.02784028,14.51392014,0,0,,,,,,
0,0,0,14.34130662,28.68261324,57.36522648,86.04783972,57.36522648,28.68261324,14.34130662,0,0,,,,,,
0,0,0,14.25499986,28.50999972,57.01999944,85.52999916,57.01999944,28.50999972,14.25499986,0,0,,,,,,
0,0,0,14.55707352,29.11414704,58.22829408,87.34244112,58.22829408,29.11414704,14.55707352,0,0,,,,,,
0,0,0,14.49953568,28.99907136,57.99814272,86.99721408,57.99814272,28.99907136,14.49953568,0,0,,,,,,
